name,primary_category,country_code,funding_total_usd,funding_rounds,status,failed,startup_age_years,founded_year
MOBIT,CRM,NZL,1097803.0,4,operating,0,14.0,2012.0
MOBITRAC,Software,USA,8300000.0,1,acquired,0,25.0,2001.0
Mobitto,Ad Targeting,PRT,18885.0,1,operating,0,15.0,2011.0
MobiTV,Games,USA,142799000.0,7,operating,0,23.0,2003.0
Mobius Microsystems,Hardware + Software,USA,20220000.0,2,acquired,0,22.0,2004.0
Mobius Therapeutics,Biotechnology,USA,8500000.0,3,operating,0,20.0,2006.0
"Trigger, Mobiusbobs Inc.",Big Data Analytics,Unknown,1100000.0,3,operating,0,12.0,2014.0
Mobiveil,Enterprise Software,USA,152188.0,3,operating,0,14.0,2012.0
Mobivery,Apps,ESP,4845320.0,16,operating,0,18.0,2008.0
MobiVita,Internet,RUS,135000.0,1,closed,1,1.0,2011.0
Mobivity,App Marketing,USA,17469155.0,2,acquired,0,20.0,2006.0
Mobivox,Mobile,CAN,11000000.0,1,acquired,0,19.0,2007.0
Mobiwol Ltd,Mobile Security,ISR,500000.0,1,operating,0,11.0,2015.0
MobiWork,Hardware + Software,USA,1500000.0,1,operating,0,17.0,2009.0
Mobixell Networks,Mobile,USA,24000000.0,3,acquired,0,26.0,2000.0
Mobjoy,Games,CYM,1300000.0,1,operating,0,15.0,2011.0
MobLabs,Apps,USA,1572469.0,2,operating,0,12.0,2014.0
mobli,Curated Web,ISR,86045000.0,4,operating,0,16.0,2010.0
Moblico,Wireless,USA,1400000.0,2,operating,0,16.0,2010.0
Moblize,Energy,USA,2100000.0,1,operating,0,21.0,2005.0
moblHR,Mobile,USA,1450000.0,1,closed,1,0.0,2015.0
Mobly,E-Commerce,BRA,20000000.0,1,operating,0,15.0,2011.0
Moblyng,Games,USA,19130000.0,8,closed,1,6.0,2005.0
mobME Solutions,Content,IND,3400000.0,3,operating,0,20.0,2006.0
Moboboost,Apps,Unknown,500000.0,1,operating,0,11.0,2015.0
MoboTap,Cloud Computing,USA,10000000.0,2,acquired,0,16.0,2010.0
mobovida,Internet,USA,1000000.0,1,operating,0,24.0,2002.0
Mobovivo,Apps,CAN,790145.0,1,operating,0,17.0,2009.0
MobOz Technology srl,Apps,ITA,70000.0,1,operating,0,15.0,2011.0
MobPanel,Web Hosting,USA,50000.0,1,operating,0,17.0,2009.0
MobPartner,Accounting,FRA,3500000.0,1,acquired,0,19.0,2007.0
Mobshop,E-Commerce,FRA,126080.0,1,closed,1,0.0,2008.0
MobSoc Media,Mobile,USA,5150000.0,2,operating,0,14.0,2012.0
MobStac,Mobile,IND,2000000.0,1,operating,0,17.0,2009.0
Moburst,Advertising,USA,500000.0,1,operating,0,14.0,2012.0
Mobvista,Mobile Advertising,HKG,10000000.0,1,operating,0,13.0,2013.0
Mobvoi Inc.,Mobile,CHN,71620000.0,3,operating,0,14.0,2012.0
Mobypark,E-Commerce Platforms,FRA,842000.0,2,operating,0,14.0,2012.0
"mobywize, inc.",Mobile Shopping,USA,75000.0,1,operating,0,12.0,2014.0
MOCACARE,Designers,USA,4000000.0,1,operating,0,13.0,2013.0
Mocana,Cyber,USA,69737075.0,7,operating,0,22.0,2004.0
Mocapay,Software,USA,8190219.0,3,operating,0,20.0,2006.0
Mocavo,Families,USA,5100000.0,3,operating,0,16.0,2010.0
Mochila,Advertising,USA,11116771.0,4,acquired,0,25.0,2001.0
Mochi Media,Advertising,USA,14000000.0,4,acquired,0,21.0,2005.0
MocialCall ApS,Apps,Unknown,429118.0,2,operating,0,11.0,2015.0
MockBank,Education,IND,400000.0,1,operating,0,13.0,2013.0
Mocoplex,Advertising,KOR,2540537.0,2,operating,0,15.0,2011.0
MocoSpace,Games,USA,10500000.0,3,operating,0,21.0,2005.0
MOD Systems,Software,USA,5550500.0,1,operating,0,21.0,2005.0
Moda Health,Insurance,USA,50000000.0,1,operating,0,71.0,1955.0
Moda in Pelle,Retail,GBR,5613247.0,1,operating,0,51.0,1975.0
Moda Operandi,Fashion,USA,138414215.0,5,operating,0,16.0,2010.0
Moda2Ride,Automotive,GBR,83629.0,1,operating,0,14.0,2012.0
Modabound,Colleges,USA,120000.0,1,closed,1,0.0,2013.0
ModaMi,Software,USA,250000.0,1,operating,0,15.0,2011.0
Modanisa,E-Commerce,TUR,8500000.0,3,operating,0,15.0,2011.0
MODASolutions Corporation,Finance,CAN,1310000.0,1,operating,0,25.0,2001.0
Modavanti.com,E-Commerce,USA,300000.0,1,operating,0,14.0,2012.0
Modbook,Hardware + Software,USA,318244.0,1,operating,0,14.0,2012.0
Modcam,Technology,SWE,1566772.48598298,2,operating,0,13.0,2013.0
ModCloth,Crowdsourcing,Unknown,78739701.0,7,operating,0,24.0,2002.0
ModCouples,Adventure Travel,Unknown,40000.0,1,operating,0,12.0,2014.0
Mode Analytics,Analytics,Unknown,10425000.0,4,operating,0,13.0,2013.0
Mode De Faire,E-Commerce,USA,16000.0,1,operating,0,14.0,2012.0
Modebo,Architecture,MEX,471951.0,4,operating,0,16.0,2010.0
Model Metrics,CRM,USA,6482605.0,2,acquired,0,23.0,2003.0
Model N,Software,USA,11000000.0,1,ipo,0,27.0,1999.0
Modelinia,Curated Web,USA,5000000.0,1,operating,0,18.0,2008.0
Modelo,3D,USA,1100000.0,2,operating,0,12.0,2014.0
Modelome,Fashion,DEU,279792.0,1,operating,0,16.0,2010.0
Modelshop,Analytics,Unknown,600000.0,1,operating,0,12.0,2014.0
Modenus Media,Curated Web,USA,450000.0,1,operating,0,16.0,2010.0
Modera.co,Social Media,USA,500000.0,1,operating,0,16.0,2010.0
Modern Armory,Sports,USA,2000.0,1,operating,0,12.0,2014.0
modern coalition,Games,USA,350000.0,1,operating,0,12.0,2014.0
Modern Feed,Games,USA,3000000.0,1,acquired,0,19.0,2007.0
Modern Guild,Education,USA,1430000.0,2,operating,0,14.0,2012.0
Modern Meadow,Advanced Materials,USA,11200000.0,3,operating,0,15.0,2011.0
Modern Message,Internet Marketing,USA,470000.0,2,operating,0,14.0,2012.0
ModernAdvisor,Investment Management,CAN,2200000.0,1,closed,1,2.0,2013.0
"Modernizing Medicine, Inc.",Health Care Information Technology,USA,101561000.0,8,operating,0,16.0,2010.0
ModeWalk,E-Commerce,USA,1800000.0,1,acquired,0,15.0,2011.0
ModiFace,Analytics,CAN,4250000.0,2,operating,0,19.0,2007.0
Modit,Developer Tools,USA,425000.0,1,operating,0,13.0,2013.0
Modiv Media,Public Relations,USA,12155342.0,3,acquired,0,36.0,1990.0
MODIZY.COM,Curated Web,FRA,275000.0,1,operating,0,14.0,2012.0
Modlar,Design,USA,2000000.0,1,operating,0,14.0,2012.0
MODLOFT,B2B,USA,250000.0,1,operating,0,20.0,2006.0
Modo Labs,Android,USA,8050000.0,4,operating,0,16.0,2010.0
ModoPayments,Discounts,USA,2000000.0,1,operating,0,16.0,2010.0
Modria,Customer Support Tools,USA,13283042.0,3,operating,0,15.0,2011.0
Modti,Advanced Materials,FIN,137104.0,2,operating,0,13.0,2013.0
modu,Mobile,ISR,85000000.0,3,closed,1,2.0,2007.0
Modular Patterns,Blogging Platforms,ISR,2000000.0,1,operating,0,18.0,2008.0
Modular Robotics,Education,USA,7575614.0,4,operating,0,18.0,2008.0
ModuleQ,Software,USA,2542026.0,2,operating,0,15.0,2011.0
Modulis,Communications Infrastructure,CAN,388349.0,1,operating,0,20.0,2006.0
modulR,iPad,USA,335000.0,1,operating,0,16.0,2010.0
Modulus,Application Platforms,USA,270000.0,2,acquired,0,14.0,2012.0
Modulus Financial Engineering,Brokers,USA,8450000.0,1,operating,0,29.0,1997.0
Modulus Video,Cable,USA,18704000.0,3,acquired,0,27.0,1999.0
Modumetal,Manufacturing,USA,42206408.0,5,operating,0,19.0,2007.0
Modus eDiscovery,Legal,USA,10000000.0,1,operating,0,18.0,2008.0
"Modus Group, LLC.",Mobile,USA,520000.0,1,operating,0,24.0,2002.0
Modusly,E-Commerce,ESP,79872.0,1,operating,0,14.0,2012.0
Modustri,Developer APIs,USA,145000.0,1,operating,0,14.0,2012.0
Moe Delo,Consulting,RUS,9000000.0,2,operating,0,17.0,2009.0
MoEngage,Mobile,IND,6835114.0,2,operating,0,19.0,2007.0
MOF Technologies,Clean Technology,GBR,1343266.0,2,operating,0,14.0,2012.0
Moff,Apps,USA,1300000.0,1,operating,0,13.0,2013.0
MoFuse,Mobile,USA,1825000.0,6,acquired,0,19.0,2007.0
MOG,Internet Radio Market,USA,24900000.0,7,acquired,0,21.0,2005.0
Mogad,Facebook Applications,USA,500000.0,1,acquired,0,19.0,2007.0
MOgene,Biotechnology,USA,1500000.0,1,operating,0,22.0,2004.0
Mogi,E-Commerce,SGP,480000.0,1,operating,0,14.0,2012.0
MOGL,Technology,USA,45236966.0,7,operating,0,16.0,2010.0
Moglue,Android,USA,1215000.0,3,closed,1,3.0,2010.0
Mogotest,Cloud Computing,USA,12000.0,1,operating,0,17.0,2009.0
MogoTix,Events,USA,115000.0,1,closed,1,1.0,2009.0
Mogreet,Advertising,USA,13988210.0,4,acquired,0,20.0,2006.0
mohchi,E-Commerce,USA,250000.0,1,operating,0,14.0,2012.0
Mohiomap,Software,NZL,680000.0,2,operating,0,14.0,2012.0
Moi Corporation,Broadcasting,JPN,5640000.0,2,operating,0,14.0,2012.0
Moisture Mapper International,Software,USA,50000.0,1,operating,0,22.0,2004.0
Moja Outdoors,E-Commerce,USA,75000.0,1,operating,0,12.0,2014.0
Mojave Networks,Cloud Security,USA,5000000.0,1,acquired,0,15.0,2011.0
Mojeek,Search,Unknown,452094.0,2,operating,0,17.0,2009.0
MOJIO,Android,CAN,10300000.0,2,operating,0,14.0,2012.0
Mojiva,Advertising,USA,45799999.0,6,operating,0,18.0,2008.0
Mojix,Supply Chain Management,USA,80000000.0,3,operating,0,22.0,2004.0
Mojo Labs Co.,Apps,CAN,34468.0,2,closed,1,0.0,2010.0
Mojo Mobility,Mobile,USA,3763860.0,2,operating,0,21.0,2005.0
Mojo Motors,Automotive,USA,6457640.0,4,operating,0,16.0,2010.0
MojoPages,Local Search,USA,5000000.0,1,operating,0,20.0,2006.0
Mojostreet,Hotels,Unknown,350000.0,1,operating,0,16.0,2010.0
moka5,Enterprise Software,USA,104300012.0,8,operating,0,21.0,2005.0
MokhaOrigin,Hospitality,USA,5000.0,1,operating,0,13.0,2013.0
Moki,Cloud Computing,USA,11410828.0,2,operating,0,14.0,2012.0
Moko Social Media,Mobile,CHN,8000000.0,2,operating,0,35.0,1991.0
moksha8 Pharmaceuticals,Biotechnology,USA,224071696.0,5,operating,0,19.0,2007.0
Moku,B2B,ITA,20000.0,1,operating,0,13.0,2013.0
Mola.com,Collaboration,ESP,1597440.0,1,operating,0,15.0,2011.0
Molcure,Biotechnology,JPN,2031932.0,5,operating,0,13.0,2013.0
Molecular Detection,Biotechnology,USA,9749590.0,5,operating,0,19.0,2007.0
Molecular Health GmbH,Health and Wellness,DEU,26714063.3515108,1,operating,0,22.0,2004.0
Molecular Imaging,Biotechnology,USA,21935000.0,4,operating,0,23.0,2003.0
Molecular Imprints,Hardware,USA,44310000.0,4,acquired,0,25.0,2001.0
Molecular Matrix,Biotechnology,USA,80000.0,1,operating,0,15.0,2011.0
Molecular Partners,Biotechnology,CHE,59760000.0,2,ipo,0,22.0,2004.0
Molecular Products Group,Health Care,GBR,6533492.0,1,operating,0,102.0,1924.0
MolecularMD,Biotechnology,USA,8500000.0,2,operating,0,21.0,2005.0
Molecule Software,Energy,USA,2330000.0,3,operating,0,14.0,2012.0
Molecule Synth,Music,USA,70000.0,1,operating,0,14.0,2012.0
Moleculera Labs,Biotechnology,USA,6182936.0,4,operating,0,15.0,2011.0
Moleculin,Biotechnology,USA,10858541.0,5,operating,0,20.0,2006.0
MOLI,Curated Web,USA,55600000.0,2,closed,1,0.0,2008.0
Molina Healthcare,Health Care,USA,3114157.0,1,ipo,0,46.0,1980.0
Molio Inc.,Advertising,USA,4000000.0,3,operating,0,12.0,2014.0
Mollejuo,Mobile,CAN,43689.0,1,operating,0,14.0,2012.0
Mologic,Biotechnology,GBR,4596738.35876011,1,operating,0,23.0,2003.0
MOLOME,Games,SGP,11700.0,1,operating,0,15.0,2011.0
Molplex,Biotechnology,GBR,713882.0,2,operating,0,16.0,2010.0
MolPort,Biotechnology,LVA,765800.0,2,operating,0,20.0,2006.0
Moltin,E-Commerce,USA,120000.0,1,operating,0,13.0,2013.0
Mom-stop.com,Babies,NGA,10000.0,1,operating,0,13.0,2013.0
Mom Trusted,Social Media,USA,1000000.0,1,operating,0,18.0,2008.0
Momail,Messaging,SWE,5400000.0,1,operating,0,21.0,2005.0
MomAssembly,E-Commerce,Unknown,450000.0,1,operating,0,14.0,2012.0
MoMelan Technologies,Health Care,USA,5000000.0,1,closed,1,2.0,2009.0
Moment,Hardware + Software,USA,3326424.0,2,operating,0,12.0,2014.0
Moment.me,Curated Web,USA,3150000.0,2,acquired,0,14.0,2012.0
Momenta Pharmaceuticals,Biotechnology,USA,39500000.0,2,ipo,0,25.0,2001.0
MOMENTFACE SRO,Application Platforms,CZE,74036.0,3,operating,0,13.0,2013.0
MomentFeed,Advertising,USA,11237305.0,4,operating,0,16.0,2010.0
Moments.me,Photography,ISR,300000.0,1,operating,0,14.0,2012.0
Momentum Dynamics Corp,Clean Technology,USA,2927450.0,3,operating,0,17.0,2009.0
Momentum Funding,Finance,USA,30000000.0,1,operating,0,11.0,2015.0
Mom Junction,Kids,IND,1500000.0,1,operating,0,12.0,2014.0
Mommy Nearest,Social Media,USA,2850000.0,3,operating,0,13.0,2013.0
Momo,Location Based Services,CHN,102500000.0,3,operating,0,15.0,2011.0
Momo Networks,Education,USA,480000.0,1,closed,1,0.0,2009.0
Momoe Technologies,Digital Media,IND,1200000.0,2,operating,0,12.0,2014.0
momondo,Social Media,DNK,8371002.0,2,acquired,0,20.0,2006.0
Momondo Group Limited,Online Travel,GBR,151959528.0,3,operating,0,30.0,1996.0
Mompery,Babies,TUR,2000000.0,1,operating,0,13.0,2013.0
Momunt,Apps,USA,500000.0,1,operating,0,11.0,2015.0
mon.ki,Social Media,USA,425000.0,3,operating,0,15.0,2011.0
Lane,Commercial Real Estate,CAN,250000.0,1,operating,0,12.0,2014.0
Monaco Telematique,Messaging,MCO,657000.0,1,operating,0,34.0,1992.0
Monaeo,Enterprise Software,USA,1840000.0,2,operating,0,15.0,2011.0
Monarch Innovative Technologies,Software,IND,5500000.0,1,operating,0,42.0,1984.0
Monarch Teaching Technologies,Software,USA,760489.0,1,operating,0,21.0,2005.0
Moncast,Video,KOR,45039.0,1,operating,0,13.0,2013.0
mondeapp,Application Platforms,ESP,234615.0,1,closed,1,1.0,2014.0
Mondeca,Software,FRA,699000.0,1,operating,0,27.0,1999.0
MondeCafes,Entertainment,FRA,135668.0,2,closed,1,4.0,2009.0
Mondevices,Baby Safety,USA,16335.0,1,operating,0,15.0,2011.0
Mondo,Finance,GBR,3143047.0,1,operating,0,11.0,2015.0
Mondo Taxi,Apps,USA,850000.0,2,operating,0,13.0,2013.0
monEchelle,DIY,FRA,612329.0,2,operating,0,13.0,2013.0
Moneero,Finance,URY,440000.0,2,operating,0,13.0,2013.0
Monegraph,Art,USA,1300000.0,1,operating,0,12.0,2014.0
Monese,Banking,GBR,1800000.0,1,operating,0,13.0,2013.0
Monetate,Enterprise Software,USA,48047540.0,7,operating,0,18.0,2008.0
Monetsu,Bitcoin,USA,300000.0,2,operating,0,13.0,2013.0
Monexa Services Inc.,Software,CAN,1000000.0,2,operating,0,28.0,1998.0
Monexo Innovations Limited,Peer-to-Peer,HKG,500000.0,1,operating,0,12.0,2014.0
Money Dashboard,Curated Web,GBR,7791178.0,2,operating,0,18.0,2008.0
Money Forward,Software,JPN,30900000.0,3,operating,0,14.0,2012.0
Money Mover,Financial Services,GBR,1991592.0,3,operating,0,13.0,2013.0
Money On Mobile,Curated Web,IND,10000000.0,1,operating,0,16.0,2010.0
Money Toolkit,Android,GBR,144439.0,2,operating,0,15.0,2011.0
Money360,Real Estate,USA,113000000.0,3,operating,0,16.0,2010.0
Moneybook2u.Com,Freelancers,BGD,1500.0,1,operating,0,16.0,2010.0
MoneyBrilliant,Mobile Commerce,AUS,1500000.0,1,operating,0,15.0,2011.0
MX Technologies,Finance,USA,50000000.0,2,operating,0,16.0,2010.0
MoneyFarm,Finance,ITA,22806526.3474125,4,operating,0,15.0,2011.0
MoneyFellows,Credit,DEU,16249.0,1,operating,0,12.0,2014.0
MoneyHero.com.hk,E-Commerce,HKG,3000000.0,1,operating,0,14.0,2012.0
Moneylib,E-Commerce,FRA,265000.0,1,operating,0,14.0,2012.0
MoneyMan,Finance,RUS,9000000.0,2,operating,0,15.0,2011.0
moneymeets,Finance,DEU,1731783.0,3,operating,0,14.0,2012.0
MoneyMenttor,Apps,MEX,300000.0,1,operating,0,16.0,2010.0
HITbills,Billing,POL,3637012.0,3,operating,0,12.0,2014.0
Moneysmart,Insurance,SGP,2000000.0,1,operating,0,15.0,2011.0
Moneysoft,Software,GBR,1396524.0,1,operating,0,26.0,2000.0
Moneyspyder,Analytics,GBR,183687.0,1,operating,0,20.0,2006.0
MoneyStream,Billing,USA,3700000.0,2,operating,0,14.0,2012.0
Moneythink,Education,USA,100000.0,1,operating,0,18.0,2008.0
Moneytree,Banking,JPN,1600000.0,2,closed,1,3.0,2012.0
Moneyveo,Credit,UKR,1400000.0,2,operating,0,13.0,2013.0
Monford Ag Systems,Agriculture,IRL,1286600.0,1,operating,0,15.0,2011.0
Compose,Cloud Computing,USA,6417000.0,2,acquired,0,15.0,2011.0
MongoSluice,Big Data,USA,30000.0,2,operating,0,12.0,2014.0
Moni,Financial Services,GBR,1450000.0,1,operating,0,12.0,2014.0
MONI Ltd.,FinTech,GBR,1450000.0,1,operating,0,12.0,2014.0
Moni Technologies,Finance,GBR,5120000.0,3,operating,0,13.0,2013.0
Monica+Andy,Fashion,Unknown,1265469.0,1,operating,0,13.0,2013.0
Monica Healthcare,Biotechnology,GBR,3000000.0,1,operating,0,21.0,2005.0
Monitise,Mobile,GBR,232329416.0,4,ipo,0,23.0,2003.0
Monitor,Energy Efficiency,CHL,40000.0,1,operating,0,13.0,2013.0
Monitor Backlinks,Software,IRL,65000.0,2,operating,0,14.0,2012.0
Monitor My Meds,Medical,USA,100000.0,1,operating,0,15.0,2011.0
MonitorTech Corporation,Consumer Electronics,USA,35000.0,1,operating,0,24.0,2002.0
Monkey Puzzle Media,Games,CHL,40000.0,1,operating,0,15.0,2011.0
MonkeyFind,Advertising,GBR,79248.0,1,operating,0,14.0,2012.0
MonkeyLearn,Artificial Intelligence,USA,675000.0,3,operating,0,13.0,2013.0
Monkimun,Kids,USA,2000000.0,3,operating,0,12.0,2014.0
Mono Consultants,Mobile,GBR,10606760.0,1,operating,0,29.0,1997.0
"Monoco, Inc.",E-Commerce,JPN,1168000.0,6,operating,0,16.0,2010.0
Monogram,iPad,USA,1240000.0,2,closed,1,0.0,2012.0
Monohm Inc.,Fashion,USA,968000.0,3,operating,0,13.0,2013.0
Monolith Semiconductor,Semiconductors,Unknown,3200000.0,1,operating,0,13.0,2013.0
MONOQI,Design,Unknown,1237853.0,2,operating,0,15.0,2011.0
Monroe Capital,Banking,USA,34000000.0,2,operating,0,22.0,2004.0
Monscierge,Software,USA,2049999.0,1,operating,0,17.0,2009.0
Monsieur,Hardware + Software,USA,2000000.0,1,operating,0,14.0,2012.0
Monsieur Notebook,Consumer Goods,GBR,159790.0,1,operating,0,16.0,2010.0
Monsoon Commerce,E-Commerce,USA,3049999.0,1,acquired,0,28.0,1998.0
Monster Arts,Analytics,USA,10000000.0,1,operating,0,15.0,2011.0
Monster Juice,Computers,Unknown,2000000.0,2,closed,1,0.0,2011.0
Monstrous,Games,USA,400000.0,2,operating,0,17.0,2009.0
Montage Healthcare Solutions,Analytics,USA,999984.0,1,operating,0,16.0,2010.0
Montage,Enterprise Software,USA,14700000.0,3,operating,0,19.0,2007.0
Montage Technology,Semiconductors,CHN,21930000.0,7,ipo,0,22.0,2004.0
MONTAJ,Games,USA,437500.0,1,operating,0,15.0,2011.0
Monterey Design Systems,Software,USA,35200000.0,2,acquired,0,29.0,1997.0
Monteris Medical,Health Care,USA,77468460.0,9,operating,0,27.0,1999.0
Monterosa Productions,Games,GBR,1826030.05848369,1,operating,0,23.0,2003.0
Montessorium,Education,USA,1000000.0,2,operating,0,20.0,2006.0
Monthlys,Curated Web,USA,1000000.0,1,closed,1,0.0,2012.0
Montiel USA,Exercise,USA,827500.0,1,operating,0,15.0,2011.0
Montrue Technologies,Software,USA,200000.0,1,operating,0,16.0,2010.0
Monument,Photography,Unknown,16854.0,1,closed,1,0.0,2015.0
Monumental Games,Games,GBR,3250000.0,1,closed,1,4.0,2005.0
Monyq,Banking,NLD,447883.0,1,operating,0,12.0,2014.0
MOO.COM,Business Services,GBR,9717821.0,2,operating,0,22.0,2004.0
Moobia,Curated Web,Unknown,20000.0,1,operating,0,16.0,2010.0
Moodi Inc.,Apps,CAN,167450.0,1,operating,0,12.0,2014.0
Moodlerooms,Education,USA,10591238.0,3,acquired,0,21.0,2005.0
Moodooapp Ltd.,Apps,GBR,31205.0,1,operating,0,12.0,2014.0
Moodsnap,Music,USA,187000.0,1,operating,0,14.0,2012.0
Moodswiing,Social Media,USA,100000.0,1,operating,0,14.0,2012.0
Moodswing,Android,AUS,20000.0,1,operating,0,13.0,2013.0
Moodsy,Analytics,Unknown,10000.0,1,operating,0,12.0,2014.0
Moodyo,Shopping,ESP,572283.0,1,operating,0,15.0,2011.0
Moogi,Consumer Electronics,USA,100000.0,1,operating,0,18.0,2008.0
Moogsoft,Analytics,USA,21300000.0,2,operating,0,15.0,2011.0
Moomix Gaming,Media,CAN,5.0,1,operating,0,11.0,2015.0
"Moon Express, Inc.",Space Travel,USA,31500000.0,3,operating,0,16.0,2010.0
MOON Wearables,Computers,NOR,37539.0,3,operating,0,13.0,2013.0
Moonbasa,Fashion,CHN,20000000.0,1,operating,0,19.0,2007.0
Moonfrog Labs,Game,IND,15000000.0,1,operating,0,13.0,2013.0
Moonfruit,Design,GBR,2250000.0,2,acquired,0,26.0,2000.0
Moonit Labs,Algorithms,USA,4000000.0,3,operating,0,17.0,2009.0
Moonjee Corporation,Advertising,Unknown,250000.0,1,operating,0,18.0,2008.0
Moonlighting,Human Resources,USA,1900000.0,2,operating,0,12.0,2014.0
Moonshado,Messaging,USA,1000000.0,4,operating,0,19.0,2007.0
"Moonshadow Mobile, Inc.",Big Data,Unknown,525000.0,1,operating,0,16.0,2010.0
Moonshoot,Curated Web,USA,6760000.0,2,closed,1,5.0,2007.0
Moontoast,Advertising,USA,17998631.0,5,operating,0,18.0,2008.0
Moooton,B2B,Unknown,1585623.67864693,1,operating,0,15.0,2011.0
MoosCool,Distribution,RUS,70000.0,1,closed,1,0.0,2012.0
Moov cc.,Consumer Electronics,USA,4000000.0,2,operating,0,12.0,2014.0
Moovenda,E-Commerce,ITA,60000.0,1,operating,0,11.0,2015.0
MOOVIA,Collaboration,BRA,400000.0,1,operating,0,14.0,2012.0
Moovit,Crowdsourcing,ISR,81500000.0,4,operating,0,15.0,2011.0
Moovly,Cloud Computing,BEL,1318679.0,3,operating,0,14.0,2012.0
Moovweb,Apps,USA,16700000.0,2,operating,0,16.0,2010.0
Moozey,Software,DEU,109018.0,1,operating,0,18.0,2008.0
MOP Entertainment,Games,Unknown,41250.0,1,operating,0,13.0,2013.0
MoPals,Advertising,CAN,2250000.0,1,operating,0,14.0,2012.0
Mopapp,Analytics,GBR,430855.0,2,closed,1,1.0,2010.0
Mophie,Hardware + Software,USA,1000000.0,2,acquired,0,21.0,2005.0
Mopio,E-Commerce,GBR,16645.0,1,operating,0,12.0,2014.0
MoPix,Distribution,USA,68000.0,2,operating,0,15.0,2011.0
mporium,Mobile,GBR,6059507.04782396,3,ipo,0,14.0,2012.0
Moppi.com,Customer Service,FIN,374157.957825345,2,closed,1,0.0,2015.0
Moprise,Enterprise Software,USA,2238055.0,2,closed,1,1.0,2010.0
MoPub,Advertising,USA,18500000.0,4,acquired,0,16.0,2010.0
Moqizone Holding,Software,USA,2203000.0,2,operating,0,17.0,2009.0
Moqom,Banking,IRL,45958.0,1,operating,0,19.0,2007.0
Morcom International,Mobile,USA,100000.0,1,operating,0,42.0,1984.0
MORE Health,Healthcare Services,USA,3410000.0,2,operating,0,13.0,2013.0
more2,Marketing Automation,GBR,17000000.0,1,operating,0,24.0,2002.0
Moreboats,B2B,USA,225000.0,1,operating,0,14.0,2012.0
Morega Systems,Software,CAN,20000000.0,2,operating,0,19.0,2007.0
MoreMagic Solutions,Finance,USA,4125000.0,1,acquired,0,25.0,2001.0
Moreover.com,Business Intelligence,USA,21000000.0,1,operating,0,28.0,1998.0
Moresise Bank,Banking,UKR,20000.0,1,operating,0,12.0,2014.0
Morgan Daniels Training Ltd,Education,Unknown,55100.0,1,closed,1,4.0,2011.0
Morgan Everett,Clean Technology,GBR,930000.0,1,closed,1,6.0,2002.0
Morgan Solar,Clean Technology,CAN,38200000.0,4,operating,0,19.0,2007.0
MorganFranklin Consulting,Consulting,USA,4822000.0,1,operating,0,28.0,1998.0
Morizon,Accounting,POL,1000000.0,1,operating,0,18.0,2008.0
Morning Tec,Games,CHN,8246289.0,2,operating,0,13.0,2013.0
Morningside Analytics,Analytics,USA,1100000.0,1,operating,0,18.0,2008.0
Morningstar,Investment Management,USA,91000000.0,1,ipo,0,42.0,1984.0
Morphlabs,Cloud Computing,USA,22750000.0,6,operating,0,19.0,2007.0
morphCARD,Gift Card,USA,20000.0,2,operating,0,14.0,2012.0
Morphick Cyber Security,Cyber,USA,10000000.0,1,operating,0,11.0,2015.0
Morphisec,Software,ISR,7000000.0,1,operating,0,12.0,2014.0
Morpho Technologies,Semiconductors,USA,11540000.0,2,ipo,0,26.0,2000.0
MorphoSys,Biotechnology,DEU,126000000.0,1,ipo,0,34.0,1992.0
Eight (formerly Luna),Consumer Goods,USA,1920000.0,2,operating,0,12.0,2014.0
MorrisCooke,Software,USA,300000.0,1,operating,0,16.0,2010.0
Morsel,Consumers,USA,800000.0,1,operating,0,13.0,2013.0
Mortar Data,Big Data,USA,3150000.0,4,acquired,0,15.0,2011.0
MortgageBite.com,Banking,USA,250000.0,2,operating,0,13.0,2013.0
Morvus Technology,Biotechnology,GBR,3300000.0,1,operating,0,22.0,2004.0
MOS Creative,Brand Marketing,USA,1000000.0,1,operating,0,17.0,2009.0
Mosa Records,Audio,ESP,291375.0,1,operating,0,26.0,2000.0
Mosaic Manufacturing,3D Printing,Unknown,82803.0,1,operating,0,12.0,2014.0
Mosaic Storage Systems,Cloud Computing,USA,1542844.0,3,closed,1,3.0,2011.0
Mosambee,Fruit,IND,1000000.0,2,operating,0,18.0,2008.0
Mosavali,Agriculture,GEO,90000.0,2,operating,0,11.0,2015.0
Moscow Mills,Aerospace,USA,1000000.0,1,operating,0,30.0,1996.0
MoSeeker,Media,CHN,6814196.0,2,operating,0,12.0,2014.0
Moseo (SeniorHomes.com),Curated Web,USA,5700000.0,3,operating,0,17.0,2009.0
Moskeedo,Apps,USA,35000.0,1,operating,0,11.0,2015.0
MoSo,Games,CHN,14688086.0,3,operating,0,16.0,2010.0
Mosoro,Manufacturing,USA,1500000.0,1,closed,1,2.0,2010.0
MostLikely,Analytics,USA,11440911.0,5,operating,0,17.0,2009.0
Mostro,Analytics,USA,500000.0,1,operating,0,12.0,2014.0
MOTA Motors,Automotive,USA,9500000.0,3,operating,0,18.0,2008.0
MotherKnows,Health and Wellness,USA,3450000.0,3,operating,0,16.0,2010.0
Motif Investing,Brokers,USA,126500000.0,6,operating,0,16.0,2010.0
motify,Curated Web,UKR,20000.0,1,operating,0,14.0,2012.0
